"13:29","Finansministeren (Kristian Jensen):","Det er netop min opgave at få defineret og få beregnet, hvor stor væksten er i den offentlige sektor fra 2017 til 2018. Så lad være med at påstå, at I har et svar. Det er jo den fejlpåstand, der blev afsløret her. I kender ikke tallet på, hvor stor væksten er fra 2017 til 2018, og ... LINEBREAK ","58"
"13:30","Finansministeren (Kristian Jensen):","Beklager. Men Socialdemokratiet ved ikke, hvad væksten er. Det skal vi nok fortælle. Sagen er, at der er kommet klare forbedringer i velfærden, både i kommuneaftalen, aftalen med Danske Regioner og nu med finansloven, der alle tre løfter velfærden i Danmark. LINEBREAK ","41"
"13:30","Bjarne Laustsen (S):","Tak, fru formand. Spørgsmålet lyder: Set i lyset af at daværende oppositionsleder Lars Løkke Rasmussen i sidste uge af november 2013 udtrykte bekymring om tidsrammen for oppositionen til at stille ændringsforslag til finanslovsaftalen, der endnu ikke forelå, vil ministeren så på den baggrund garantere, at finansloven kan vedtages uden lovsjusk? LINEBREAK ","50"
"13:51","Thomas Jensen (S):","Set i lyset af at tidligere overvismand Torben M. Andersen vurderer, at det er usikkert, om man kan finde skattelettelser med en lige så skæv profil i Danmarks historie som den netop indgåede erhvervspakke, mener ministeren da, at regeringens erhvervspakke »er et kæmpe gennembrud for, at almindelige mennesker investerer i danske virksomheder«? LINEBREAK ","52"
"13:56","Thomas Jensen (S):","Nu har vi jo set, at det her har givet nogle ekstremt høje skattelettelser til de rigeste danskere, og der pågår nogle forhandlinger lige nu. Så i sammenhæng med de her lettelser, der allerede er aftalt, er det så ministerens ambition, at der skal ske historiske skattelettelser inden jul? LINEBREAK ","49"
"13:57","Erhvervsministeren (Brian Mikkelsen):","Jeg har ambitioner på vegne af regeringen, jeg er jo medlem af en regering, og de er, at vi får en fornuftig skattereform, som giver skattelettelser til almindelige lønmodtagere. Og det har jeg da klart en forventning om at vi når inden jul. LINEBREAK ","43"
"14:18","Susanne Eilersen (DF):","Tak. Finder ministeren det rimeligt, at Nordjyske Stiftstidende har fået afslag på aktindsigt af ministeriet i sagen om, at milliarder af kroner er fordelt forkert til en række hovedstadskommuner på bekostning af en række fattigere kommuner, fordi udligningssystemet ikke har taget højde for udlændinges uddannelsesniveau, og vil ministeren tage initiativ til, at avisen kan få aktindsigt i sagen? LINEBREAK ","58"
"14:25","Peter Hummelgaard Thomsen (S):","Tak for det svar. Det var ikke rigtig det, jeg efterspurgte svar på. Det, jeg mere efterspurgte svar på, var: Man skal ikke garantere noget i den her verden, men kan ministeren bare løfte en del af sløret for, hvorvidt vi kommer til at få det, som ministerens parti kalder historisk store skattelettelser? LINEBREAK ","53"
"14:36","Leif Lahn Jensen (S):","Tak for det. Mener ministeren, at det er helt i orden at holde medarbejderne i Arbejdstilsynet på pinebænken med maksimal usikkerhed om, hvorvidt der skal spares og fyres medarbejdere i Arbejdstilsynet efter nytår, nu, hvor regeringen her midt i december endnu ikke har fået en finanslov med de lovede midler til Arbejdstilsynet på plads? LINEBREAK ","54"
"15:04","Troels Ravn (S):","Tak for det. Vil ministeren arbejde for at sikre, at Danmarks Radio er til stede i alle dele af landet, og mener ministeren, at et sådant arbejde ville blive udfordret, såfremt der i en skatteaftale skæres væsentligt i Danmarks Radios budget? LINEBREAK ","41"
"15:11","Kulturministeren (Mette Bock):","Altså, som nævnt kan jeg ikke forholde mig til, hvad en eventuel skatteaftale eller hvad kommende medieaftaler kommer til at indeholde. Derfor kan jeg ikke sige noget konkret i forhold til det, som spørgeren bringer på banen her. Men jeg kan garantere, at min opmærksomhed, i forhold til at medierne skal dække hele landet, vil være der fuldt og helt. LINEBREAK ","60"
"15:13","Peter Hummelgaard Thomsen (S):","Tak for ordet, formand. I lyset af svaret på spørgsmål 68 til finansloven, der viser, at regeringens skattereform vil øge uligheden mere, end det fremgik af regeringens udspil, mener ministeren da fortsat, at regeringen har øget uligheden »med åbne øjne«, som ministeren udtalte ved præsentationen af skattereformen? LINEBREAK ","47"
"15:16","Peter Hummelgaard Thomsen (S):","Men mener ministeren det oprigtigt? Det er jo sandt, at vi lavede en skattereform tilbage i 2012 – altså, vi lavede en skattereform, velvidende at vi gerne ville tilgodese en række grupper på arbejdsmarkedet, og det gjorde vi bl.a. ved at hæve topskattegrænsen – men mener ministeren, at det er et argument for at fortsætte yderligere ned ad det spor? LINEBREAK ","60"
"15:25","Jens Joel (S):","Tak for det. Jeg læser spørgsmålet op: Giver de økonomiske vismænds kritik af den reducerede arveafgift ministeren anledning til at genoverveje sin tidligere udtalelse om, at en sænkelse af arveafgiften kunne bidrage til at »udbygge og bevare danske virksomheder med danske arbejdspladser«? LINEBREAK ","42"
"15:33","Jens Joel (S):","Så får vi mulighed for at tage den debat. Jeg læser op: Mener ministeren fortsat, at regeringens lempelser af arveafgiften vil skabe vækst og arbejdspladser, eftersom de økonomiske vismænd i deres rapport om Danmarks produktivitet rejser kritik af den reducerede arveafgift og vurderer, at det kan have en negativ effekt på produktiviteten? LINEBREAK ","52"
"15:40","Mikkel Dencker (DF):","Tak, formand. Mit spørgsmål lyder sådan her: Hvad er ministerens holdning til at løse de store problemer med kødannelser ved de to udkørsler fra erhvervsområdet Avedøre Holme ved at anlægge et nyt tilslutningsanlæg fra Avedøre Holme til Amagermotorvejen som supplement til de eksisterende tilslutningsanlæg? LINEBREAK ","44"
"15:44","Mikkel Dencker (DF):","Det sætter jeg pris på ministeren gerne vil undersøge, og det kan jeg så garantere at jeg nok skal komme med et skriftligt spørgsmål om. Jeg kan jo også fornemme, at det begynder at blive ret teknisk, hvis vi skal stå og ordne det mundtligt. Så jeg stiller mig tilfreds med svaret indtil nu. LINEBREAK ","54"
"15:45","Kaare Dybvad (S):","Tak for det, formand. Er ministeren enig i, at opdaterede tal fra Danmarks Statistik om udlændinges medbragte uddannelse kan ændre på antallet af udsatte boligområder, som det fremgår af artiklen »13 ud af 25 boligområder uretmæssigt udhængt på regeringens liste over udsatte områder i 2016«, bragt i Fagbladet Boligen? LINEBREAK ","49"
"15:52","Kaare Dybvad (S):","Tak for det, formand. Hvad mener ministeren der bør gøres, for at det bliver lettere at håndhæve reglerne om bopælspligt i forbindelse med udlejning via Airbnb jf. artiklen »Ung kvinde tvunget til at flytte, da overboen begyndte at udleje via Airbnb« bragt på tv2.dk den 5. december? LINEBREAK ","47"
"16:05","Karina Adsbøl (DF):","Tak for det. Hvilke overvejelser gør ministeren sig i anledning af, at Højesteret den 7. december 2017 fastslog, at to patienter får lov til at beholde erstatning for fejlbehandling, selv om Region Syddanmark krævede pengene tilbage, særlig set i lyset af, at mange andre fejlbehandlede patienter er blevet mødt af tilsvarende tilbagebetalingskrav? LINEBREAK ","52"
