"10:21","Henrik Brodersen (DF):","Tak. Men nogle af de her juridiske ting, som spørgeren henviser til, er jo ikke noget, der har de sociale omkostninger, som nogle af de ting, som vi har påpeget – bl.a. massevis af overgreb på børn i Grønland – har. Det synes vi er så vigtigt, at man virkelig bør tage hånd om det her. LINEBREAK ","56"
"10:32","Bertel Haarder (V):","Vi har tillid til, at den danske udenrigsminister håndterer det gode spørgsmål, som fru Aleqa Hammond her har stillet. Det er jo lettere sagt end gjort at løse problemet, men der er ingen tvivl om, at det skal ske i et samarbejde mellem Danmark og Grønland. LINEBREAK ","46"
"10:56","Magni Arge (T):","Mener Enhedslisten så, at det ville være værdifuldt at fokusere mere på netop demokrati og selvbestemmelsesretten for arktiske nationer og arktiske folk, som egentlig ikke er nationer, for netop at sikre deres, hvad skal man sige, interesser i forhold til etablerede staters interesser i Arktis? LINEBREAK ","45"
"11:04","Henrik Dahl (LA):","Den rolle, som man spiller, er, at man observerer og melder, hvad man ser, og det synes jeg er vigtigt. Og selv om det ikke er et militært virkemiddel, tror jeg faktisk, at det har en betydning, at det er søværnets inspektionsskibe, som står for opgaven. LINEBREAK ","46"
"11:20","Marlene Borst Hansen (RV):","Jeg er som sagt ikke ordfører på området, men jeg har fået lov til at læse ordførertalen op. Så de mere konkrete spørgsmål til, hvad der ligger bag de formuleringer, som jeg læste op fra talen, bliver jeg nødt til at bede spørgeren om at stille til den radikale ordfører på området. LINEBREAK ","52"
"11:34","Christian Juhl (EL):","Fint. Et andet spørgsmål handler om militariseringen af Arktis. Ordføreren nævnte, at man i Grønland ønsker, at flere grønlændere indgår i forsvaret. Det kan jeg godt forstå. Men er det en fordel, at vi ser en øget militarisering af Arktis i den her tid, ud fra en eller anden illusion om, at militær kan være med til at løse konflikter? LINEBREAK ","60"
"11:46","Christian Juhl (EL):","Tak for det. Jeg vil gerne høre, om fru Aleqa Hammond mener, at USA følger Ilulissataftalen, når de opgraderer radaren uden at engagere Danmark og Grønland i afgørelsen med den risiko, at Grønland bliver et større bombemål i en militær konflikt. Vi snakker jo om i Ilulissataftalen, at vi skulle afmilitarisere eller i hvert fald nedmilitarisere Arktis. LINEBREAK ","57"
"13:15","Christian Juhl (EL):","Tak for det. Nu forklarede Tjóðveldis ordfører jo, hvordan EU har spillet en rolle i forbindelse med fiskekvoterne osv. Men hvis EU skulle spille en progressiv og positiv rolle i forhold til mennesker, der bor i og omkring Arktis, hvilke hovedprincipper skulle de så arbejde efter? LINEBREAK ","46"
"13:35","Udenrigsministeren (Anders Samuelsen):","Jeg synes ikke, at det er det rigtige sted at konkludere på det. Jeg mener, at den rigtige måde at håndtere det her på stadig væk er inden for de rammer, som vi kender i dag. Det er der, hvor vi har den største mulighed for samlet at udøve den rigtige indflydelse. LINEBREAK ","52"
"14:30","Ida Auken (RV):","Det er jo en af de sager, hvor man er rigtig glad for, at man har fået en tale med fra sin kollega – så nu vil jeg læse den op. LINEBREAK Kort og godt: Radikale Venstre støtter, at kommunerne kan opkræve et gebyr på 450 kr. i forbindelse med inddrivelse af offentlig gæld. Vi støtter lovforslaget. LINEBREAK ","56"
"16:30","Ida Auken (RV):","Det her er en helt logisk opdatering af loven i forhold til virkeligheden, så arbejder med at udbygge og vedligeholde jernbanerne kan foregå bedst muligt. Der er stort set ingen høringssvar, og de få, der er, tager kun godt imod forslaget. Det er en helt fredelig og naturlig opdatering, og Radikale Venstre kan støtte lovforslaget. LINEBREAK ","55"
"17:23","Kim Christiansen (DF):","Det var fru Christina Egelunds bemærkning om, at med det her lovforslag var man trods alt kommet tættere på, at nye virksomheder, nye teknologier kunne operere i Danmark. Så er der noget i forslaget, jeg ikke har læst. Jeg ved ikke, hvordan man kan nå til den konklusion. LINEBREAK ","48"
"17:42","Nikolaj Amstrup (ALT):","Det korte svar er ja. Vi mener, at det er lig med et teknologisk tilbageskridt, i og med at vi opretholder en teknologi, som på nuværende tidspunkt kunne gøres langt mere fleksibel. Teknologien er her, men vi vælger ikke at bruge den. Det betyder også, at vi, når vi sammenligner os med andre lande, naturligvis kommer bagefter i den udvikling. LINEBREAK ","60"
"17:43","Nikolaj Amstrup (ALT):","Nu har jeg grundlæggende hverken noget godt at sige om iPhonepirater eller om andre pirater. Det er i vores øjne ikke det, det handler om. Der er jo heller ikke nogen grund til at ville gøre den teknologi, som allerede eksisterer, ulovlig, men ikke desto mindre kunne man godt give plads til en nyere teknologi. LINEBREAK ","55"
"17:46","Nikolaj Amstrup (ALT):","Tak. Ja, den type findes, og det er fantastisk, at det kan drives på frivillig basis. Det, der også kunne være interessant, var, hvis den kunne give nogle, om jeg så må sige, fleksible, selvskabte seniorjobs, altså også give en vis indtjening samtidig med fleksibiliteten i landdistrikterne. LINEBREAK ","47"
