"13:09","Kenneth Kristensen Berth (DF):","Spørgsmålet lyder: Agter udenrigsministeren i lyset af den tyrkiske folkeafstemning om ændring af Tyrkiets forfatning den 16. april 2017 at meddele i Rådet, at Danmark ikke længere støtter optagelsen af Tyrkiet, og i afkræftende fald, hvornår mener ministeren så – om nogen sinde – at Tyrkiet har ageret på en sådan måde, at optagelsesforhandlingerne må ophøre? LINEBREAK ","56"
"13:14","Udenrigsministeren (Anders Samuelsen):","Men der er ingen, der stiller Tyrkiet et EU-medlemskab i udsigt under de nuværende forhold, slet ikke under den bevægelse, som Tyrkiet har i øjeblikket. Det synes jeg er et helt forkert billede at give. Jeg understreger det, statsministeren understreger det, alle understreger det: Tyrkiet bevæger sig i modsatte retning af et EU-medlemskab i øjeblikket. LINEBREAK ","55"
"13:20","Karina Due (DF):","Tak for det, fru formand. Mit spørgsmål lyder: Hvad agter ministeren at gøre for omgående at få standset de mange tilfælde af dyremishandling, som ifølge Kattens Værn finder sted i Vollsmose, hvor der bl.a. fortælles om, at katte får stukket øjnene ud og revet benene af? LINEBREAK ","46"
"13:28","Peter Kofod Poulsen (DF):","Tak for det. Vil ministeren arbejde for, at Danmark i lighed med Norge udfærdiger en gennemarbejdet sikringshåndbog, der kan tjene som inspiration til sikring af bygninger og lignende mod eksempelvis terror, sabotage og anden kriminalitet, som bl.a. offentlige myndigheder kan søge information fra i forbindelse med renovering og nybyggeri? LINEBREAK ","49"
"13:42","Rasmus Prehn (S):","Tak, formand. Hvordan forklarer ministeren, at politiet udsteder bøder til busser, der kører mere end 80 km/t. på landets motorveje, selv om disse busser er godkendt til Tempo 100-kørsel og de dermed ikke gør noget ulovligt, jf. TV 2/Nords artikel »Buschauffører får uberettigede fartbøder på motorvejene« af 17. april 2017? LINEBREAK ","50"
"14:20","Karin Gaardsted (S):","Synes ministeren, at det er tilfredsstillende, at Fødevarestyrelsen, som det fremgår af artiklen »Kun seks ud af 35 olivenolier er gode«, bragt på www.eb.dk den 25. marts 2017, ikke kan give påbud på madvarer, som er vurderet uegnet som menneskeføde, og at det er op til supermarkederne frivilligt at fjerne det, og hvad agter ministeren at gøre ved det? LINEBREAK ","59"
"14:23","Karin Gaardsted (S):","Jeg fik ikke rigtig noget svar på, hvordan ministeren ville handle, hvis det viser sig, at de næste prøveresultater viser det samme resultat, altså at det er uegnet til menneskeføde. Hvordan vil ministeren så handle der? Og er ministeren interesseret i at få ændret på, at der er nogle, der køber bomolie, og andre, der køber jomfruolivenolie? LINEBREAK ","57"
"14:31","Pernille Bendixen (DF):","Det er netop i forhold til det her om de faste rammer, og at der skal være ro ude i folkeskolen. Nu er reformen jo alligevel nogle år gammel. Tænker ministeren, at der er behov for at sætte yderligere ind for at imødegå det her? LINEBREAK ","45"
"14:39","Daniel Toft Jakobsen (S):","Tak for det. Hvad er ministerens holdning til, at der efter Folketingets Ombudsmands vurdering ikke foreligger bindende regler på privatskoleområdet om efterlevelse af FN´s børnekonventions artikel 12 om barnets ret til at blive hørt, samt at Ombudsmanden af den grund ikke har mulighed for at behandle sager, hvor en elev ikke er blevet inddraget i overensstemmelse med artikel 12? LINEBREAK ","59"
"15:12","Transport-, bygnings- og boligministeren (Ole Birk Olesen):","Det er også korrekt, at man på områder, som er underlagt kommunalt selvstyre, kan påvirke beslutningerne ved at vælge nogle andre kommunalpolitikere – altså hvis man er utilfreds med den politik, som de siddende kommunalpolitikere fører. Det er en fuldstændig korrekt pointe. LINEBREAK ","42"
"15:41","Britt Bager (V):","Jeg er ikke fuldstændig enig med Enhedslistens ordfører i det, han lige sagde her, men jeg er enig med ordføreren i, at vi bør opprioritere visse diskussioner om boligpolitikken. Hvad angår ungdomsboliger, tror jeg, vi skal tage den diskussion på et udvalgsmøde eller et møde hos ministeren og ikke under behandlingen af B 71, som vedrører bopælspligt. LINEBREAK ","57"
