"10:33","Karsten Hønge (SF):","Der er jo ingen grund til at opfinde flere dybe tallerkener, end vi allerede har, og når vi nu kan konstatere, at vi har gode konstruktioner – det gælder både Sund & Bælt og Banedanmark – så synes jeg vi skal tage og bruge dem. LINEBREAK SF støtter lovforslaget. LINEBREAK ","48"
"10:35","Henning Hyllested (EL):","Så går jeg også ud fra, at SF er enig i, at de undtagelsesbestemmelser, som er skrevet ind i offentlighedsloven, i dag anvendes langt ud over det tilsigtede og forventede, og jeg siger det selvfølgelig, fordi SF har et vist medansvar for offentlighedsloven. LINEBREAK ","43"
"10:53","Karsten Hønge (SF):","Det er jo træls nok i sig selv at være hørehæmmet, og der er ingen grund til, at vi fra statens side skal fortsætte med at diskriminere og forskelsbehandle. LINEBREAK SF støtter det her lovforslag, der kan være med til at gøre en gruppe borgere mere selvhjulpne eller – ja – selvkørende. LINEBREAK ","51"
"11:08","Rasmus Jarlov (KF):","Det kan godt være, det lidt bliver noget pedanteri, men vil det måske være mere korrekt at sige, at vi med hensyn til den her lovændring ikke synes, at de trafiksikkerhedsmæssige problemer er store nok til, at vi vil opretholde forbuddet, frem for at sige, at der slet ikke er nogen problemer med det? LINEBREAK ","54"
"11:19","Sofie Carsten Nielsen (RV):","Så Socialdemokratiet vil ikke være med til at forlænge muligheden for de mennesker, der kommer i klemme. Det skal jeg bare have bekræftet. Og Socialdemokratiet vil ikke være med til at finde penge til de her dagpengemodtagere et andet sted. Det vil fortsat være uddannelsesområder, der skal holde for, når der skal findes penge. LINEBREAK ","54"
"11:41","Jakob Engel-Schmidt (V):","Tak for spørgsmålet. Jeg er glad for, at vi så er enige, fordi det er præcis det, vi har gjort. Der er en lang række uddannelser, hvor der er frit og åbent optag. Og de uddannelser, der ikke er dimensioneret, er der fri adgang til. LINEBREAK ","45"
"11:41","Carolina Magdalene Maier (ALT):","Jeg skal bare forstå det rigtigt. Der er tale om en statsfinansieret uddannelse, hvor der er frit og åbent optag. Hvis der er en person, der har en bacheloruddannelse, lad os sige en socialrådgiver, som gerne vil have en anden bacheloruddannelse, vil vedkommende så kunne komme ind på en anden bacheloruddannelse, som er fuldt statsfinansieret, med frit og åbent optag? LINEBREAK ","60"
"11:42","Eva Flyvholm (EL):","Det undrer jeg mig lidt over ordføreren siger, for der ligger vel i forslaget, at man ikke må tage en bacheloruddannelse og så tage en anden bacheloruddannelse bagefter. Det er vel ligesom det, der er humlen i hele det her forslag. LINEBREAK ","41"
"13:08","Henrik Dahl (LA):","Altså, helt fuldstændig realpolitisk er det her lovforslag jo sammenkædet med nogle ændringer i dagpengesystemet. Jeg ved faktisk ikke helt præcist, hvordan økonomien i de her ting hænger sammen. Det er noget, man bør tage op med aftalepartierne og se, hvordan det så påvirker den anden økonomi, der er i forhold til at revidere dagpengesystemet. LINEBREAK ","55"
"13:29","Anders Johansson (KF):","Jeg vil stadig afvente de svar, som vi venter på, fra ministeriet, i forhold til de henvendelser vi har fået. Jeg vil meget gerne gå ind i den diskussion i det videre arbejde i udvalget, men her og nu vil jeg afvente de svar, der måtte komme, på de henvendelser, som vi allerede har modtaget. LINEBREAK ","55"
"13:31","Sofie Carsten Nielsen (RV):","Det undrer mig egentlig lidt. Jeg skal bare have bekræftet: Ordførerens parti er imod den aftale, der er indgået, om dagpenge. Men ordførerens parti er for den her aftale om at finansiere den dagpengeaftale, som ordførerens parti er imod. Jeg skal bare høre begrundelsen for, at ordførerens parti ønsker at finde finansiering til dagpengeaftalen. LINEBREAK ","54"
"13:41","Carolina Magdalene Maier (ALT):","Kan ministeren så løfte sløret for, hvad man regner med det tal vil være? Hvor høj en procentdel af de studerende regner man med vil droppe ud, på grund af at de finder ud af, at de gerne vil skifte studie? LINEBREAK ","41"
"13:55","Karsten Hønge (SF):","Vi deler den bekymring, som IA i høringssvaret har skrevet om den udvikling, der er i forbindelse med ludomani i Grønland. Så selve det at gribe ind og ikke kun at se det her som en mulighed for at få flere penge i statskassen deler vi fuldstændig, men det konkrete lovforslag om at overføre pengene støtter SF. LINEBREAK ","57"
"14:02","Aaja Chemnitz Larsen (IA):","Mange tak for det. I forhold til indtægterne fra det her går de jo til den danske stat. Men jeg vil gerne have ministeren til at bekræfte, at det egentlig er indtægter fra hele rigsfællesskabet, som så går til den danske stat, og derfor tilbagefører man så noget af beløbet til Grønland. Er det rigtigt forstået? LINEBREAK ","56"
