"10:56","Lisbeth Bech Poulsen (SF):","Tak. Er der nogen som helst sammenhæng, hvis man bare kigger på de europæiske lande, sådan at jo lavere skatteniveau man generelt har i et land, lad os sige et sydeuropæisk eller et østeuropæisk land, jo mere falder mængden af sort arbejde – altså at mængden af sort arbejder falder proportionalt med, hvad skatteniveauet er i et givet land? LINEBREAK ","59"
"11:25","Lisbeth Bech Poulsen (SF):","Det eneste svar, jeg kan give, er, at jeg heller ikke forstår LO's tilgang til det her. Det gør jeg ikke. Så jeg kan ikke give noget bedre svar end det. Jeg synes, det er helt på månen – undskyld mit sprog. Jeg forstår ikke LO's tilgang til den her sag. LINEBREAK ","51"
"13:09","Christian Rabjerg Madsen (S):","Tak for det. Hvad er ministerens holdning til, at borgmesteren for Hedensted Kommune udtaler, at kontrollen med havbrugssektoren er for kompleks for kommunerne at håndtere, at havbrugssektoren ikke egner sig til udpræget egenkontrol, og at kontrollen ifølge borgmesteren derfor bør ligge hos staten? LINEBREAK ","43"
"13:16","Miljø- og fødevareministeren (Jakob Ellemann-Jensen):","Som jeg meddelte før sidste uge, hvor nogle holdt efterårsferie, har jeg bedt Kammeradvokaten om at se på de udfordringer, som der har været, omkring placeringstilladelser, og det er afgrænsningen af den opgave, som jeg har givet Kammeradvokaten indtil videre. LINEBREAK ","40"
"13:26","Lars Aslan Rasmussen (S):","Tak. Når nu det iranske præstestyre fortsætter med at kræve, at Danmark slår hårdt ned på terror, vil udenrigsministeren så medgive, at præstestyret selv støtter terrorisme i og uden for Iran, og vil dette få konsekvenser for det danske forhold til regimet i Teheran? LINEBREAK ","44"
"13:27","Udenrigsministeren (Anders Samuelsen):","Jeg synes sådan set, at jeg var meget klar i mit første svar, bl.a. ved at understrege, at det er bredt anerkendt, at der er tætte forbindelser mellem Hizbollah og det iranske styre. For så vidt angår efterretningsvurderingen, kan man så sige, at mulige forbindelser mellem Iran og terrordestinerede grupper eller personer ligger uden for Udenrigsministeriets ressort. LINEBREAK ","57"
"13:30","Udenrigsministeren (Anders Samuelsen):","Den saudiske ambassadør var jo faktisk i dag på besøg i mit ministerium, og en af de ting, som vi gjorde opmærksom på, er selvfølgelig, at det er fuldstændig uacceptabelt, hvad vi har oplevet at være været vidner til i forhold til det saudiske konsulat i Tyrkiet. Og dermed har jeg også svaret på spørgsmålet. LINEBREAK ","55"
"13:52","Jens Joel (S):","Tak for det. Spørgsmålet lyder: Hvorfor siger ministeren i Debatten på DR2, at der på landbrugsområdet dybest set ikke er andet at gøre »end at skyde køerne« for at reducere klimabelastningen, når eksperter over for regeringen har dokumenteret, at der er en række andre effektive metoder? LINEBREAK ","46"
"14:01","Jens Joel (S):","Spørgsmålet lyder: Er statsministerens udtalelse om, at der i 2030 skal køre over en million el-, brint- og hybridbiler og andre lavemissionsbiler på vejene, en politisk målsætning, som regeringen har forpligtet sig til at følge op på og sikre realiseringen af gennem nødvendige politiske initiativer? LINEBREAK ","45"
"14:28","Bjarne Laustsen (S):","Tak, hr. formand. Spørgsmålet lyder: Hvem mener ministeren skal betale for en videreførelse af f.eks. MARCODs aktiviteter i Nordjylland i den maritime klynge, når nu ministeren selv mener, at de gør et godt arbejde, og da regeringen med sin erhvervsfremmeplan har besluttet, at regionerne ikke må have noget med erhvervspolitik at gøre? LINEBREAK ","52"
