"13:09","Kenneth Kristensen Berth (DF):","Tak, og spørgsmålet lyder: Agter regeringen at udnytte den mulighed, der blev etableret ved Euro Summit i december 2018, om at holde eurozonebudgettet åbent for deltagelse af ERM II-lande, det vil sige Danmark, og dermed lade Danmark indgå i eurozonebudgettet? LINEBREAK   LINEBREAK ","40"
"13:17","Kenneth Kristensen Berth (DF):","Vi kunne fortsætte i timevis, er jeg sikker på: LINEBREAK Det næste spørgsmål lyder: Har regeringen selv efterspurgt muligheden for, at ERM II-lande kan indgå i eurozonebudgettet, og i givet fald, hvad er begrundelsen for, at regeringen måtte have efterspurgt denne mulighed? LINEBREAK ","41"
"13:26","Benny Engelbrecht (S):","Tak, formand. Sundhedsøkonom Kjeld Møller Pedersen har i Politiken den 27. marts kaldt økonomien i regeringens sundhedsreform for »en blanding af antagelser om delvist tvivlsomme administrative besparelser og genbrug af gamle penge« – kan ministeren på den baggrund bekræfte, at finansieringen af regeringens aftale om en sundhedsreform er finansieret af ikkekonkrete besparelser og allerede afsatte midler? LINEBREAK ","56"
"13:35","Jakob Sølvhøj (EL):","Skal der efter ministerens opfattelse være normeringer i daginstitutionerne, der giver det pædagogiske personale tid til at give alle børn omsorg, og som sikrer, at der altid er mindst to medarbejdere til stede på den enkelte stue, eller mener ministeren, at det er forsvarligt, at en enkelt medarbejder er alene på stuen med en stor gruppe børn? LINEBREAK ","57"
"14:04","Peter Hummelgaard Thomsen (S):","Tak for det. Det er i virkeligheden lidt det samme, men bare fra en anden vinkel;: Er ministeren enig i, at Hospitalsplan 2025, som er udarbejdet af Region Hovedstaden og netop har været i høring, skal gennemføres, uanset om regionerne nedlægges eller ej? LINEBREAK ","43"
"14:13","Jan Erik Messmann (DF):","Tak, formand. Mener ministeren, at det kan være forsvarligt ikke at advare flytrafikken i Københavns Lufthavn, når man med meget stor sikkerhed ved, præcis hvor fugleflokkene befinder sig, da det tydeligt fremgår af den i 2018 indkøbte og installerede fugleradar? LINEBREAK ","40"
"14:18","Rasmus Prehn (S):","Mange tak, formand. Vurderer ministeren, at alle kommuner fremover vil have en lige stor indflydelse på den kollektive trafik, hvis regionerne nedlægges, og det fremover kun bliver syv kommuner i hvert trafikselskab, der tager beslutningerne om bus- og banedriften over kommunegrænser? LINEBREAK   LINEBREAK   LINEBREAK   LINEBREAK ","41"
"14:23","Rasmus Prehn (S):","Først og fremmest må jeg mane i jorden, at der ikke er gode socialdemokrater opstillet alle steder. Det er der jo naturligvis, men det kan være, at de ikke bliver valgt, og det er så en anden sag. Her reducerer man jo antallet af bestyrelsesmedlemmer, sådan at der er færre til at repræsentere de lokale interesser, er det ikke korrekt? LINEBREAK ","60"
"14:25","Rasmus Prehn (S):","Tak, formand. Når ministeren til et arrangement på Aalborg Universitet sagde, at »I gør det fantastisk Aalborg. Undskyld, at I bliver ramt, det var ikke tilsigtet. Men I skal nok klare det, det er jeg sikker på.« om de store nedskæringer på universitetet, mener ministeren så, at regeringen vil fjerne det omprioriteringsbidrag, der var medvirkende til nedskæringerne? LINEBREAK ","57"
"15:20","Undervisningsministeren (Merete Riisager):","Der er i hvert fald ikke nogen, der ønsker at forhindre bedsteforældre i at komme og lave mad på skolerne. Så klart kan det siges. Og hvis man gerne vil have et mere teknisk svar fra ministeriet, kan vi svare på det skriftligt. LINEBREAK ","43"
