"11:29","Trine Torp (SF):","Jamen så vil jeg gerne høre om noget. Tror ordføreren, at det for de her unge, som ikke går den snorlige vej gennem uddannelsessystemet, vil fremme deres muligheder for at komme videre i uddannelsessystemet, når man skærer i deres skoleydelse, eller det modsatte? LINEBREAK ","43"
"11:48","Naser Khader (KF):","Det er jeg glad for at høre, for jeg citerede ordførerens forsvarsordfører, der på et tidspunkt var ude at sige, at Putin er en kommende allieret, og at EU udgør en større trussel for Danmark end Putin. Er hr. Kristian Thulesen Dahl enig med sin egen forsvarsordfører i det? LINEBREAK ","49"
"13:36","Jakob Ellemann-Jensen (V):","En af de ting, som mine børn får at vide, når de går i skole, er, at forudsætningen for en pædagogisk indføring i et stof er, at eleverne møder forberedt op til timen. Der bliver jeg simpelt hen nødt til at anbefale ordføreren at læse regeringsgrundlaget, for svarene står der. LINEBREAK ","50"
"14:35","Pernille Skipper (EL):","Jeg skal skynde mig at beklage, at jeg simpelt hen ikke har læst det konkrete forslag, SF har. Men et europæisk samarbejde om at få en finansskat synes Enhedslisten er en god idé. Det er der ikke nogen tvivl om. LINEBREAK ","40"
"15:26","Troels Ravn (S):","Tak. Lad os prøve at blive lidt mere konkrete. Ordføreren siger, at man må sætte sig nogle mål og finde vejen derhen. Om offentlige ydelser har Liberal Alliance fortalt, at man vil afvikle efterlønnen. Men kan ordføreren ikke være konkret og fortælle mig og borgerne om, hvilke andre offentlige ydelser partiet har i sinde at få afviklet? LINEBREAK ","57"
"15:35","Thomas Jensen (S):","Tak. Da statsministeren inviterede de borgerlige partier med i en ny regering, sagde han, at nu skulle det være slut med røde linjer og ultimative krav, at nu var det tid til realisme. Jeg har bare et kort spørgsmål: Har Liberal Alliance slet ikke nogen røde linjer længere, i forhold til hvad den her nye regering kan foretage sig? LINEBREAK ","59"
"16:01","Henrik Dahl (LA):","Der bliver nævnt en lang række aktører, som kunne gøre det bedre. En aktør, der kun lige blev nævnt til sidst, var Folketinget. Kunne jeg lokke ordføreren til at kommentere lidt nærmere, hvad Folketinget eventuelt kan gøre for at sætte regelbyrden og kompleksiteten ned? LINEBREAK ","44"
"16:08","Rasmus Nordqvist (ALT):","Det er netop det, der er hele pointen. Jeg er fuldstændig enig i det. Det er det, der er hele pointen i vores finanslovsudspil eksempelvis med det prioriteringsinstitut, som vi også har foreslået her i salen, hvor vi har beregnet at man kan finde omkring 3 mia. kr. frem til 2020, og dem vil vi geninvestere i området. LINEBREAK ","58"
"17:03","Anni Matthiesen (V):","Jeg ved jo, at ordføreren har humor, og det holder jeg også selv rigtig meget af. Men jeg kunne alligevel godt tænke mig, at ordføreren bare kunne nævne et par eksempler mere på, hvor man kan finde råderummet til alle de investeringer, som jeg kan høre at ordføreren gerne vil foretage. LINEBREAK ","51"
"17:20","Carsten Kudsk (DF):","Så vil jeg også gerne henvise til en artikel, hvor en ordfører, hr. Jacob Mark, henviser til, at for SF er der en grænse i forhold til udlændingeområdet, og så kunne jeg godt tænke mig at vide: Hvor er den grænse for SF's vedkommende? LINEBREAK ","44"
"19:30","Malte Larsen (S):","Et lukket kapitel? Det er jeg ikke sikker på at jeg helt synes er godt nok. Jeg vil gerne en gang til have lov til at spørge De Konservative og bede dem redegøre for, hvordan man vil sikre, at den her landbrugspakke overholder alle EU's regler, herunder nitratdirektivet, habitatdirektivet og vandrammedirektivet. Mener De Konservative f.eks., at landbrugspakken skal genforhandles? LINEBREAK ","59"
"19:45","Jacob Mark (SF):","Så hvis der skulle være en sum penge til at lave bedre skole for i fremtiden, hvad jeg bestemt håber på, og valget ligesom igen igen står mellem at tilføre dem til privatskolerne eller måske bruge dem på vores fælles skole, så vil Konservative gå ind og argumentere for, at man denne gang så bruger dem på vores fælles folkeskole? LINEBREAK ","60"
